Period	Day	Date	Plot	Band	Color Combo	Age	Sex	Seen	Location	Observer	Notes
6	3	17-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0		KCO	
6	4	18-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0		KCO	
6	5	19-Apr-17	LI	2670-21586	"A,B/O"	ASY	F	0		KCO	
1	1	1-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	1		JPS	
1	2	2-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	0		KCO	
1	3	3-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	0*	D.5-2.5	AJS	
1	4	4-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	1	D.7-2.7	KCO	
1	5	5-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	1	D.7-2.8	JPS	
2	1	15-Feb-17	MI	2670-21592	"A,R/B"	ASY	F				
2	2	16-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	1	E-2.5	JPS	
2	3	17-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	1	E-3	KCO	
2	4	18-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	1	E.1-2.7	JPS	
2	5	19-Feb-17	MI	2670-21592	"A,R/B"	ASY	F	1	E.1-2.75	JPS	
3	1	1-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		JPS	
3	2	2-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		AJS	
3	3	3-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		JPS	
3	4	4-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		JPS	
3	5	5-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0*	E-3	AJS	
4	1	15-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		AJS	
4	2	16-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		AJS	
4	3	17-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		AJS	
4	4	18-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		LFD	
4	5	19-Mar-17	MI	2670-21592	"A,R/B"	ASY	F	0		JPS	
5	1	1-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		LFD	
5	2	2-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		JPS	
5	3	3-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		JPS	
5	4	4-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		JPS	
5	5	5-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		KCO	
6	1	15-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	1	D.5-2.7	KCO	
6	2	16-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		KCO	
6	3	17-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		KCO	
6	4	18-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	1	E.2-2.5	JPS	
6	5	19-Apr-17	MI	2670-21592	"A,R/B"	ASY	F	0		KCO	
1	1	1-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		AJS	
1	2	2-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		KCO	
1	3	3-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	1	G-3.5	AJS	
1	4	4-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		KCO	
1	5	5-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
2	1	15-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	1	D-2.7	KCO	
2	2	16-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
2	3	17-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		KCO	
2	4	18-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
2	5	19-Feb-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
3	1	1-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
3	2	2-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		AJS	
3	3	3-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
3	4	4-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		KCO	
3	5	5-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		AJS	
4	1	15-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		AJS	
4	2	16-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		AJS	
4	3	17-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		AJS	
4	4	18-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		LFD	
4	5	19-Mar-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
5	1	1-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		LFD	
5	2	2-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
5	3	3-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
5	4	4-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
5	5	5-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		KCO	
6	1	15-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	1	A-6.5 (LI)	KCO	HASN’T BEEN SEEN IN MI FOR AWHILE - MAYBE NOW IN LI PERMANENTLY?
6	2	16-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
6	3	17-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
6	4	18-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	1	A-6.5	KCO	
6	5	19-Apr-17	MI	2670-21595	"K,A/R"	ASY	F	0		JPS	
1	1	1-Feb-17	LII	2670-21597	"A,K/W"	SY	M				
1	2	2-Feb-17	LII	2670-21597	"A,K/W"	SY	M				
1	3	3-Feb-17	LII	2670-21597	"A,K/W"	SY	M				
1	4	4-Feb-17	LII	2670-21597	"A,K/W"	SY	M				
1	5	5-Feb-17	LII	2670-21597	"A,K/W"	SY	M				
2	1	15-Feb-17	LII	2670-21597	"A,K/W"	SY	M	1	L-5.3	AJS	
2	2	16-Feb-17	LII	2670-21597	"A,K/W"	SY	M	0		AJS	
2	3	17-Feb-17	LII	2670-21597	"A,K/W"	SY	M	0		LFD	
2	4	18-Feb-17	LII	2670-21597	"A,K/W"	SY	M	0		AJS	
2	5	19-Feb-17	LII	2670-21597	"A,K/W"	SY	M	0		KCO	
3	1	1-Mar-17	LII	2670-21597	"A,K/W"	SY	M	1	K.8-5.5	LFD	
3	2	2-Mar-17	LII	2670-21597	"A,K/W"	SY	M	0		JPS	
3	3	3-Mar-17	LII	2670-21597	"A,K/W"	SY	M	0		LFD	
3	4	4-Mar-17	LII	2670-21597	"A,K/W"	SY	M	0		LFD	
3	5	5-Mar-17	LII	2670-21597	"A,K/W"	SY	M	1	L-5	KCO	"A,K ONLY - SY MALE"
4	1	15-Mar-17	LII	2670-21597	"A,K/W"	SY	M	1		JPS	
4	2	16-Mar-17	LII	2670-21597	"A,K/W"	SY	M	0		LFD	
4	3	17-Mar-17	LII	2670-21597	"A,K/W"	SY	M	0		KCO	
4	4	18-Mar-17	LII	2670-21597	"A,K/W"	SY	M	0		AJS	
4	5	19-Mar-17	LII	2670-21597	"A,K/W"	SY	M	0		AJS	
5	1	1-Apr-17	LII	2670-21597	"A,K/W"	SY	M	0		JPS	
5	2	2-Apr-17	LII	2670-21597	"A,K/W"	SY	M	0		AJS	
5	3	3-Apr-17	LII	2670-21597	"A,K/W"	SY	M	0		AJS	
5	4	4-Apr-17	LII	2670-21597	"A,K/W"	SY	M	0		BCD	
5	5	5-Apr-17	LII	2670-21597	"A,K/W"	SY	M	0			
6	1	15-Apr-17	LII	2670-21597	"A,K/W"	SY	M	1	K.4-5.2	LFD	
6	2	16-Apr-17	LII	2670-21597	"A,K/W"	SY	M	1	L.1-5	LFD	
6	3	17-Apr-17	LII	2670-21597	"A,K/W"	SY	M	1	K.5-5.8	LFD	
6	4	18-Apr-17	LII	2670-21597	"A,K/W"	SY	M	0		LFD	
6	5	19-Apr-17	LII	2670-21597	"A,K/W"	SY	M	1	K.7-5.3	LFD	
1	1	1-Feb-17	MM	2670-21598	"A,B/R"	SY	M	0*	A-1	KCO	
1	2	2-Feb-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1	JPS	
1	3	3-Feb-17	MM	2670-21598	"A,B/R"	SY	M	1	A.2-1	KCO	
1	4	4-Feb-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1	LFD	
1	5	5-Feb-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1.3	KCO	
2	1	15-Feb-17	MM	2670-21598	"A,B/R"	SY	M	0		LFD	
2	2	16-Feb-17	MM	2670-21598	"A,B/R"	SY	M	0		AJS	
2	3	17-Feb-17	MM	2670-21598	"A,B/R"	SY	M	0		LFD	
2	4	18-Feb-17	MM	2670-21598	"A,B/R"	SY	M	0		AJS	
2	5	19-Feb-17	MM	2670-21598	"A,B/R"	SY	M	0		AJS	
3	1	1-Mar-17	MM	2670-21598	"A,B/R"	SY	M	0		AJS	
3	2	2-Mar-17	MM	2670-21598	"A,B/R"	SY	M	0		KCO	
3	3	3-Mar-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1	AJS	
3	4	4-Mar-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1	AJS	
3	5	5-Mar-17	MM	2670-21598	"A,B/R"	SY	M	0		JPS	
4	1	15-Mar-17	MM	2670-21598	"A,B/R"	SY	M	1	A.1-0.9	JPS	
4	2	16-Mar-17	MM	2670-21598	"A,B/R"	SY	M	0		LFD	
4	3	17-Mar-17	MM	2670-21598	"A,B/R"	SY	M	0		KCO	
4	4	18-Mar-17	MM	2670-21598	"A,B/R"	SY	M	0		JPS	
4	5	19-Mar-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1	AJS	
5	1	1-Apr-17	MM	2670-21598	"A,B/R"	SY	M	1	Z.75-0.9	JPS	
5	2	2-Apr-17	MM	2670-21598	"A,B/R"	SY	M	0		AJS	
5	3	3-Apr-17	MM	2670-21598	"A,B/R"	SY	M	1	K-4.8	LFD	IN LII
5	4	4-Apr-17	MM	2670-21598	"A,B/R"	SY	M	0		BCD	
5	5	5-Apr-17	MM	2670-21598	"A,B/R"	SY	M	0*	A.5-1.5	JPS	
6	1	15-Apr-17	MM	2670-21598	"A,B/R"	SY	M	0*	Z.8-1.5	JPS	
6	2	16-Apr-17	MM	2670-21598	"A,B/R"	SY	M	0		JPS	
6	3	17-Apr-17	MM	2670-21598	"A,B/R"	SY	M	1	K.2-5	LFD	
6	4	18-Apr-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1	AJS	
6	5	19-Apr-17	MM	2670-21598	"A,B/R"	SY	M	1	A-1	AJS	
1	1	1-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
1	2	2-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	1	B.7-6.1	LFD	
1	3	3-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
1	4	4-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		KCO	
1	5	5-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
2	1	15-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		KCO	
2	2	16-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
2	3	17-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		KCO	
2	4	18-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
2	5	19-Feb-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
3	1	1-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
3	2	2-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	1	D-5	AJS	
3	3	3-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	1	D.1-5.4	JPS	
3	4	4-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
3	5	5-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		LFD	
4	1	15-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		AJS	
4	2	16-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		AJS	
4	3	17-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		AJS	
4	4	18-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		LFD	
4	5	19-Mar-17	LI	2670-21722	"P,A/P"	ASY	F	0		KCO	
5	1	1-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		AJS	
5	2	2-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		LFD	
5	3	3-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
5	4	4-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
5	5	5-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	1	D.3-5	KCO	
6	1	15-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
6	2	16-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
6	3	17-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0*	D.2-5.7	JPS	
6	4	18-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		JPS	
6	5	19-Apr-17	LI	2670-21722	"P,A/P"	ASY	F	0		KCO	
1	1	1-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	1	C-5.5	KCO	
1	2	2-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	1	B.6-5.2	JPS	
1	3	3-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	1		KCO	
1	4	4-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	1	B-5.2	LFD	
1	5	5-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	1	B.9-5	KCO	
2	1	15-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	0		LFD	
2	2	16-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	0		AJS	
2	3	17-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	0		LFD	
2	4	18-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	1	B-4.75	AJS	
2	5	19-Feb-17	MM	2670-21748	"A/Y,O"	ASY	M	0		AJS	
3	1	1-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	1	B.5-5.5	AJS	
3	2	2-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		KCO	
3	3	3-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		AJS	
3	4	4-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		AJS	
3	5	5-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		KCO	
4	1	15-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		JPS	
4	2	16-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		LFD	
4	3	17-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		KCO	
4	4	18-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	0		JPS	
4	5	19-Mar-17	MM	2670-21748	"A/Y,O"	ASY	M	1	C-5	AJS	
5	1	1-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		JPS	
5	2	2-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		AJS	
5	3	3-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		AJS	
5	4	4-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		BCD	
5	5	5-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		JPS	
6	1	15-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0			
6	2	16-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		AJS	
6	3	17-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		JPS	
6	4	18-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		KCO	
6	5	19-Apr-17	MM	2670-21748	"A/Y,O"	ASY	M	0		LFD	
1	1	1-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6.2	KCO	
1	2	2-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1	B.7-6 	JPS	
1	3	3-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6.2	KCO	
1	4	4-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6.6	LFD	
1	5	5-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	0		KCO	
2	1	15-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1		LFD	
2	2	16-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1	C6	AJS	
2	3	17-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1	B.9-6.5	LFD	
2	4	18-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6	AJS	
2	5	19-Feb-17	MM	2670-21757	"B,G/A"	ASY	M	0		AJS	
3	1	1-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6	AJS	
3	2	2-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	0		KCO	
3	3	3-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	0		AJS	
3	4	4-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6	AJS	
3	5	5-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6.2	KCO	
4	1	15-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	0		JPS	
4	2	16-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	0		LFD	
4	3	17-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	0		KCO	
4	4	18-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	0		JPS	
4	5	19-Mar-17	MM	2670-21757	"B,G/A"	ASY	M	0		AJS	
5	1	1-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	0		JPS	
5	2	2-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	0		AJS	
5	3	3-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	0		AJS	
5	4	4-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	0		BCD	
5	5	5-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	0		JPS	
6	1	15-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	0		AJS	
6	2	16-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	1		AJS	
6	3	17-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-6	AJS	
6	4	18-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	1	C-5.6	KCO	
6	5	19-Apr-17	MM	2670-21757	"B,G/A"	ASY	M	0		LFD	
1	1	1-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
1	2	2-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
1	3	3-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
1	4	4-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
1	5	5-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
2	1	15-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
2	2	16-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
2	3	17-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
2	4	18-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
2	5	19-Feb-17	MM	2670-21759	"W,M/A"	ASY	F				
3	1	1-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	
3	2	2-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		KCO	
3	3	3-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	
3	4	4-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	
3	5	5-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	1	H.5-7	KCO	Seen in LII
4	1	15-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		JPS	
4	2	16-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		LFD	
4	3	17-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		KCO	
4	4	18-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		JPS	
4	5	19-Mar-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	
5	1	1-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		JPS	
5	2	2-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	
5	3	3-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	
5	4	4-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		BCD	
5	5	5-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		JPS	
6	1	15-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	UNBANDED FEMALE IN TERRITORY
6	2	16-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	UNBANDED FEMALE IN TERRITORY
6	3	17-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		AJS	
6	4	18-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		KCO	
6	5	19-Apr-17	MM	2670-21759	"W,M/A"	ASY	F	0		LFD	
1	1	1-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	1	B-2.5	AJS	
1	2	2-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	1	A.5-2	KCO	
1	3	3-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
1	4	4-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	0		KCO	
1	5	5-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	1	B.1-2.75	JPS	
2	1	15-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	0		KCO	
2	2	16-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
2	3	17-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	0		KCO	
2	4	18-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	1	A.9-2.75	JPS	
2	5	19-Feb-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
3	1	1-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0		KCO	
3	2	2-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0*	C-2	AJS	C-2 IN LI
3	3	3-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0		KCO	
3	4	4-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0		KCO	
3	5	5-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0		AJS	
4	1	15-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	1	C-1.5	AJS	"IN THE AREA BETWEEN LI AND MI, BELOW C2 IN LI"
4	2	16-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	1	C-1.5	AJS	"IN THE AREA BETWEEN LI AND MI, BELOW C2 IN LI"
4	3	17-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0		AJS	
4	4	18-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0		LFD	
4	5	19-Mar-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
5	1	1-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0		LFD	
5	2	2-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0		LFD	
5	3	3-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	1	B-2.5	JPS	
5	4	4-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
5	5	5-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0		KCO	
6	1	15-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
6	2	16-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
6	3	17-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	1	A.9-2.5	JPS	
6	4	18-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0		JPS	
6	5	19-Apr-17	MI	2670-21783	"B/A,P"	ASY	F	0*	B-2.5	JPS	
1	1	1-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	1	C2	AJS	
1	2	2-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	0*	A.7-2	KCO	
1	3	3-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	1	B.25-2	JPS	
1	4	4-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	1	B.5-1.5	KCO	
1	5	5-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	1	B.25-1.9	JPS	
2	1	15-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	1	B.7-2	KCO	
2	2	16-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
2	3	17-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	1	B.5-1.5	KCO	
2	4	18-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
2	5	19-Feb-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
3	1	1-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0*	B.5-1.8	JPS	
3	2	2-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		AJS	
3	3	3-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		KCO	
3	4	4-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		KCO	
3	5	5-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	1	A.5-2	AJS	
4	1	15-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		AJS	
4	2	16-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		AJS	
4	3	17-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		AJS	
4	4	18-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		LFD	
4	5	19-Mar-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
5	1	1-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		LFD	
5	2	2-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		LFD	
5	3	3-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
5	4	4-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
5	5	5-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		KCO	
6	1	15-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
6	2	16-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
6	3	17-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
6	4	18-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
6	5	19-Apr-17	MI	2680-14232	"A,P/K"	ASY	M	0		JPS	
1	1	1-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	0*	G-2.75	JPS	
1	2	2-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	0*	G-3.5	KCO	
1	3	3-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	1	F.5-3.5	AJS	
1	4	4-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.6	KCO	
1	5	5-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	1	F.9-3.5	JPS	
2	1	15-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	0*	F.9-2.1	JPS	
2	2	16-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	0*	F.2-3.4	KCO	
2	3	17-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	1	F.9-3.2	JPS	
2	4	18-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	0*	E.9-3.2	KCO	
2	5	19-Feb-17	MI	2680-14281	"K/A,R"	ASY	M	0		JPS	
3	1	1-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	0		JPS	
3	2	2-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	0		AJS	
3	3	3-Mar-17	MI	2680-14281	"K/A,R"	ASY	M	1	G-3.45	JPS	
