Period	Day	Date	Plot	Band	Color Combo	Age	Sex	Seen	Location	Observer	Notes
6	3	17-Apr-17	MII	2570-44402	"A,Y/K"	ASY	M	1	H-10.5	AJS	
6	4	18-Apr-17	MII	2570-44402	"A,Y/K"	ASY	M	0		AJS	
6	5	19-Apr-17	MII	2570-44402	"A,Y/K"	ASY	M	0		LFD	
1	1	1-Feb-17	MI	2570-44634	"O,A/K"	ASY	M				
1	2	2-Feb-17	MI	2570-44634	"O,A/K"	ASY	M				
1	3	3-Feb-17	MI	2570-44634	"O,A/K"	ASY	M				
1	4	4-Feb-17	MI	2570-44634	"O,A/K"	ASY	M				
1	5	5-Feb-17	MI	2570-44634	"O,A/K"	ASY	M				
2	1	15-Feb-17	MI	2570-44634	"O,A/K"	ASY	M	1	D.5-2.4		
2	2	16-Feb-17	MI	2570-44634	"O,A/K"	ASY	M	0*	D.2-2.2	JPS	
2	3	17-Feb-17	MI	2570-44634	"O,A/K"	ASY	M	0*	D.25-2.25	KCO	
2	4	18-Feb-17	MI	2570-44634	"O,A/K"	ASY	M	1	D.6-1.9	JPS	
2	5	19-Feb-17	MI	2570-44634	"O,A/K"	ASY	M	1	D.5-1.8	JPS	
3	1	1-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0*	D.2-2.3	JPS	
3	2	2-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		AJS	
3	3	3-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		KCO	
3	4	4-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		KCO	
3	5	5-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		AJS	
4	1	15-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		AJS	
4	2	16-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		AJS	
4	3	17-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		AJS	
4	4	18-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		LFD	
4	5	19-Mar-17	MI	2570-44634	"O,A/K"	ASY	M	0		JPS	
5	1	1-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	0		LFD	
5	2	2-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	0		JPS	
5	3	3-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	0		JPS	
5	4	4-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	0		JPS	
5	5	5-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	0		KCO	
6	1	15-Apr-17	MI	2570-44634	"O,A/K"	ASY	M				
6	2	16-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	1	D.5-2	JPS	
6	3	17-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	1	D.5-2	JPS	
6	4	18-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	1	D.5-2.5	JPS	
6	5	19-Apr-17	MI	2570-44634	"O,A/K"	ASY	M	0		KCO	
1	1	1-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	1	A.5-0.5	KCO	
1	2	2-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	1	B-2	JPS	
1	3	3-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	1	B-1.8	KCO	
1	4	4-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	0*	C-4	LFD	
1	5	5-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	0		KCO	
2	1	15-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	1	C-3	LFD	
2	2	16-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	1	C4	AJS	
2	3	17-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	0		LFD	
2	4	18-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	0		AJS	
2	5	19-Feb-17	MM	2570-44923	"A/O,R"	ASY	F	1	C-4	AJS	
3	1	1-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		AJS	
3	2	2-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		KCO	
3	3	3-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		AJS	
3	4	4-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	1	B-1.5	AJS	
3	5	5-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		JPS	
4	1	15-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		JPS	
4	2	16-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		LFD	
4	3	17-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		KCO	
4	4	18-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		JPS	
4	5	19-Mar-17	MM	2570-44923	"A/O,R"	ASY	F	0		AJS	
5	1	1-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	0		JPS	
5	2	2-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	0		AJS	
5	3	3-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	0			
5	4	4-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	0		BCD	
5	5	5-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	1	B.2-2.3	JPS	
6	1	15-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	1			
6	2	16-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	1	B-2.3	KCO	
6	3	17-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	1	B-2	KCO	
6	4	18-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	1	B-2	AJS	
6	5	19-Apr-17	MM	2570-44923	"A/O,R"	ASY	F	0		AJS	
1	1	1-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	1	A.75-8.25	AJS	
1	2	2-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
1	3	3-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	1	B-8.5	JPS	
1	4	4-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
1	5	5-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	1	A.9-8.5	JPS	
2	1	15-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	1	B.1-8.7	JPS	
2	2	16-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	1	A.8-8	KCO	
2	3	17-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	0		JPS	
2	4	18-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
2	5	19-Feb-17	LI	2570-44951	"W,G/A"	ASY	F	1	A.9-8.5	JPS	
3	1	1-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
3	2	2-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	1	A.5-8.5	LFD	
3	3	3-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		JPS	
3	4	4-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
3	5	5-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		LFD	
4	1	15-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		AJS	
4	2	16-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		AJS	
4	3	17-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		AJS	
4	4	18-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0*	C.9-8	LFD	
4	5	19-Mar-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
5	1	1-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		AJS	
5	2	2-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		LFD	
5	3	3-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		JPS	
5	4	4-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		JPS	
5	5	5-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
6	1	15-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
6	2	16-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0			
6	3	17-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
6	4	18-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
6	5	19-Apr-17	LI	2570-44951	"W,G/A"	ASY	F	0		KCO	
1	1	1-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	0*	G-3	JPS	
1	2	2-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-2.7	KCO	
1	3	3-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	0		AJS	
1	4	4-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-2.3	KCO	
1	5	5-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.25-2.9	JPS	
2	1	15-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-2.8	JPS	
2	2	16-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-3	KCO	
2	3	17-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	0*	F.9-2.5	JPS	
2	4	18-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	1	F.7-2.8	KCO	
2	5	19-Feb-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-2.6	JPS	
3	1	1-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.1-2.75	JPS	
3	2	2-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	0		LFD	
3	3	3-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	0		JPS	
3	4	4-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.4-3.2	JPS	
3	5	5-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.3-3	AJS	
4	1	15-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.5-3	AJS	
4	2	16-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.3-3	AJS	
4	3	17-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	0		AJS	
4	4	18-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.7-3.1	LFD	
4	5	19-Mar-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.2-3	JPS	
5	1	1-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	0		AJS	
5	2	2-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-3.2	JPS	
5	3	3-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	0		JPS	
5	4	4-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	1	G.2-3.2	JPS	
5	5	5-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	0		KCO	
6	1	15-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	0		KCO	
6	2	16-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	0*	G-2.6	KCO	
6	3	17-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-2.5	KCO	
6	4	18-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	1	G-2.5	KCO	
6	5	19-Apr-17	MI	2570-44961	"M,B/A"	ASY	M	0		KCO	
1	1	1-Feb-17	LII	2570-44978	"W/O,A"	ASY	F				
1	2	2-Feb-17	LII	2570-44978	"W/O,A"	ASY	F				
1	3	3-Feb-17	LII	2570-44978	"W/O,A"	ASY	F				
1	4	4-Feb-17	LII	2570-44978	"W/O,A"	ASY	F				
1	5	5-Feb-17	LII	2570-44978	"W/O,A"	ASY	F				
2	1	15-Feb-17	LII	2570-44978	"W/O,A"	ASY	F	0		LFD	"W/O,A or A,W/O please confirm color combo"
2	2	16-Feb-17	LII	2570-44978	"W/O,A"	ASY	F	1	I.2-8.2	LFD	"W/O,A seen only briefly.  I belive this is the correct combo"
2	3	17-Feb-17	LII	2570-44978	"W/O,A"	ASY	F	1	I.7-8.2	LFD	
2	4	18-Feb-17	LII	2570-44978	"W/O,A"	ASY	F	0*	H.5-8	AJS	
2	5	19-Feb-17	LII	2570-44978	"W/O,A"	ASY	F	1	H.8-10.4	KCO	
3	1	1-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0		LFD	
3	2	2-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	1	H.7-7.9	JPS	
3	3	3-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0		LFD	
3	4	4-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0*	H.5-8.7	LFD	
3	5	5-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0		JPS	
4	1	15-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0		JPS	
4	2	16-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0*	I.2-9	LFD	
4	3	17-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0		KCO	
4	4	18-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0		AJS	
4	5	19-Mar-17	LII	2570-44978	"W/O,A"	ASY	F	0		AJS	
5	1	1-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		JPS	
5	2	2-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		AJS	
5	3	3-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		AJS	
5	4	4-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		BCD	
5	5	5-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0			
6	1	15-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		LFD	
6	2	16-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0			
6	3	17-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		LFD	
6	4	18-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		LFD	
6	5	19-Apr-17	LII	2570-44978	"W/O,A"	ASY	F	0		LFD	
1	1	1-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F				
1	2	2-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F				
1	3	3-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F				
1	4	4-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F				
1	5	5-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F				
2	1	15-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
2	2	16-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		JPD	
2	3	17-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
2	4	18-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
2	5	19-Feb-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		KCO	
3	1	1-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
3	2	2-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		JPS	
3	3	3-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
3	4	4-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
3	5	5-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		KCO	
4	1	15-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		JPS	
4	2	16-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
4	3	17-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		KCO	
4	4	18-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
4	5	19-Mar-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
5	1	1-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		JPS	
5	2	2-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
5	3	3-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		AJS	
5	4	4-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		BCD	
5	5	5-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0			
6	1	15-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
6	2	16-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
6	3	17-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
6	4	18-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
6	5	19-Apr-17	LII	2570-44986	"Y/Y,A"	ASY	F	0		LFD	
1	1	1-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
1	2	2-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
1	3	3-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
1	4	4-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
1	5	5-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
2	1	15-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
2	2	16-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
2	3	17-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
2	4	18-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
2	5	19-Feb-17	LI	2570-44989	"W/K,A"	ASY	F				
3	1	1-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	0		KCO	
3	2	2-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	1	A.5-3	AJS	
3	3	3-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	0		JPS	
3	4	4-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	0		JPS	
3	5	5-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	1	A.8-3.1	LFD	
4	1	15-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	0		AJS	
4	2	16-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	1	A.5-3	AJS	
4	3	17-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	0		AJS	
4	4	18-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	0		LFD	
4	5	19-Mar-17	LI	2570-44989	"W/K,A"	ASY	F	0		LFD	
5	1	1-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		AJS	
5	2	2-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		LFD	
5	3	3-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		JPS	
5	4	4-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	1	A.8-3.2	JPS	
5	5	5-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		KCO	
6	1	15-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0*	A.5-3	JPS	
6	2	16-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		JPS	
6	3	17-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		KCO	
6	4	18-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		JPS	
6	5	19-Apr-17	LI	2570-44989	"W/K,A"	ASY	F	0		JPS	
1	1	1-Feb-17	LI	2570-44991	"A,W/R"	SY	F				
1	2	2-Feb-17	LI	2570-44991	"A,W/R"	SY	F				
1	3	3-Feb-17	LI	2570-44991	"A,W/R"	SY	F				
1	4	4-Feb-17	LI	2570-44991	"A,W/R"	SY	F				
1	5	5-Feb-17	LI	2570-44991	"A,W/R"	SY	F				
2	1	15-Feb-17	LI	2570-44991	"A,W/R"	SY	F	0		KCO	
2	2	16-Feb-17	LI	2570-44991	"A,W/R"	SY	F	0		JPS	
2	3	17-Feb-17	LI	2570-44991	"A,W/R"	SY	F	1	D.4-4.3	KCO	
2	4	18-Feb-17	LI	2570-44991	"A,W/R"	SY	F	1	D.25-4	JPS	
2	5	19-Feb-17	LI	2570-44991	"A,W/R"	SY	F	0		JPS	
3	1	1-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0*	D.8-3.75	JPS	
3	2	2-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0		AJS	
3	3	3-Mar-17	LI	2570-44991	"A,W/R"	SY	F	1	D.7-3.9	JPS	
3	4	4-Mar-17	LI	2570-44991	"A,W/R"	SY	F	1	D.6-3.6	JPS	
3	5	5-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0		LFD	
4	1	15-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0		AJS	
4	2	16-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0		AJS	
4	3	17-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0		AJS	
4	4	18-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0		LFD	
4	5	19-Mar-17	LI	2570-44991	"A,W/R"	SY	F	0		KCO	
5	1	1-Apr-17	LI	2570-44991	"A,W/R"	SY	F	0		AJS	
5	2	2-Apr-17	LI	2570-44991	"A,W/R"	SY	F	0		LFD	
5	3	3-Apr-17	LI	2570-44991	"A,W/R"	SY	F	0		JPS	
5	4	4-Apr-17	LI	2570-44991	"A,W/R"	SY	F	1	D.7-4.5	JPS	
5	5	5-Apr-17	LI	2570-44991	"A,W/R"	SY	F	1	D.6-4.2	KCO	
6	1	15-Apr-17	LI	2570-44991	"A,W/R"	SY	F	0		JPS	
6	2	16-Apr-17	LI	2570-44991	"A,W/R"	SY	F	0		JPS	
6	3	17-Apr-17	LI	2570-44991	"A,W/R"	SY	F	1	D.3-3.7	JPS	
6	4	18-Apr-17	LI	2570-44991	"A,W/R"	SY	F	0		JPS	
6	5	19-Apr-17	LI	2570-44991	"A,W/R"	SY	F	0		JPS	
1	1	1-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
1	2	2-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
1	3	3-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
1	4	4-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
1	5	5-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
2	1	15-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
2	2	16-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
2	3	17-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
2	4	18-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
2	5	19-Feb-17	LII	2570-44995	"A/O,W"	SY	M				
3	1	1-Mar-17	LII	2570-44995	"A/O,W"	SY	M	1	K.5-10	AJS	
3	2	2-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0		KCO	
3	3	3-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
3	4	4-Mar-17	LII	2570-44995	"A/O,W"	SY	M	1		AJS	
3	5	5-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0		JPS	
4	1	15-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0		JPS	
4	2	16-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0*	K.9-8.5	LFD	
4	3	17-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0		KCO	
4	4	18-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
4	5	19-Mar-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
5	1	1-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		JPS	
5	2	2-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
5	3	3-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
5	4	4-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		BCD	
5	5	5-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0			
6	1	15-Apr-17	LII	2570-44995	"A/O,W"	SY	M	1	K.25-8.75	AJS	
6	2	16-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
6	3	17-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
6	4	18-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
6	5	19-Apr-17	LII	2570-44995	"A/O,W"	SY	M	0		AJS	
1	1	1-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
1	2	2-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
1	3	3-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
1	4	4-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
1	5	5-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
2	1	15-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
2	2	16-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
2	3	17-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
2	4	18-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
2	5	19-Feb-17	LI	2670-12361	"A/Y,K"	ASY	F				
3	1	1-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		KCO	
3	2	2-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		AJS	
3	3	3-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	1	B.3-3.3	JPS	
3	4	4-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
3	5	5-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		LFD	
4	1	15-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		AJS	
4	2	16-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		AJS	
4	3	17-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		AJS	
4	4	18-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		LFD	
4	5	19-Mar-17	LI	2670-12361	"A/Y,K"	ASY	F	0		LFD	
5	1	1-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		AJS	
5	2	2-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0*	B.1-3.8	LFD	
5	3	3-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
5	4	4-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
5	5	5-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		KCO	
6	1	15-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
6	2	16-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
6	3	17-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
6	4	18-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
6	5	19-Apr-17	LI	2670-12361	"A/Y,K"	ASY	F	0		JPS	
1	1	1-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		KCO	
1	2	2-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		JPS	
1	3	3-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		KCO	
1	4	4-Feb-17	MM	2670-12372	"R,A/K"	SY	F	1	B-1.5	LFD	
1	5	5-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		KCO	
2	1	15-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		LFD	
2	2	16-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	
2	3	17-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		LFD	"P/A,B in territory"
2	4	18-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	"P/A,B in territory"
2	5	19-Feb-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	
3	1	1-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	
3	2	2-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		KCO	
3	3	3-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	
3	4	4-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	
3	5	5-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		JPS	
4	1	15-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		JPS	
4	2	16-Mar-17	MM	2670-12372	"R,A/K"	SY	F				
4	3	17-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		KCO	
4	4	18-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		JPS	
4	5	19-Mar-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	
5	1	1-Apr-17	MM	2670-12372	"R,A/K"	SY	F	0		JPS	
5	2	2-Apr-17	MM	2670-12372	"R,A/K"	SY	F	0		AJS	
5	3	3-Apr-17	MM	2670-12372	"R,A/K"	SY	F				
